uniqueid,Divorce_date,Date_of_marriage,Age_partner_man,Marriage_duration,Type_of_divorce,Num_Children,DOB_partner_man,Level_of_education_partner_man,year_of_marriage,year_of_DOB,year_of_Divorse,month_of_DOB,day_of_DOB,DONE,dayun,man時干,man時支,man日干,man日支,man月干,man月支,man年干,man年支,Year_marriage_ganzhi,man日支同年支,man日支六沖,man日支六合,man流年天干十神,man流年地支十神,man財透干,man財得地,man日干五合,man日柱天地合,man流年雙體財,man日干支關係,man日支半三合,man日支半三會局,man日支暗合,man流年大運天地合,man流年大運伏吟,當令,man大運天干十神,man大運地支十神,man大運財透干,man大運財得地,man年干十神,man年支十神,man月干十神,man月支十神,年月有多少財,年月有多少官,本命日支六合,本命日支三合,本命日支被三合或六合,日支大運六合,日支大運三合,日支被大運三合或六合,流年之前日支被合,marriage_age,marri_age_group,man大運財透干2,man大運財得地2,man大運日支六沖,man大運日支六合,man大運日干五合,man大運日柱天地合,man財透干2,man財得地2,man流年大運地支伏吟
938,2008-03-07,1992-05-16,42.0,13.0,Necesario,2.0,1965-11-16,PROFESIONAL,1992,1965,2008,11,16,1,甲申,甲,子,甲,戌,丁,亥,乙,巳,壬申,False,False,False,偏印,七殺,False,False,False,False,False,日干剋日支,False,True,False,False,False,0,比肩,七殺,False,False,劫財,傷官,傷官,偏印,0,0,no,no,no,no,no,no,no,27,21-30,False,False,False,False,False,False,False,False,True
939,2008-03-07,1999-12-20,36.0,8.0,Necesario,2.0,1971-10-26,SECUNDARIA,1999,1971,2008,10,26,1,乙未,甲,子,甲,申,戊,戌,辛,亥,己卯,False,False,False,正財,劫財,True,False,True,False,False,日支剋日干,False,False,True,False,False,0,劫財,正財,False,True,正官,偏印,偏財,偏財,2,1,no,no,no,no,no,no,no,28,21-30,False,True,False,False,False,False,True,False,False
940,2012-03-07,2001-12-06,31.0,10.0,Voluntario,,1980-03-30,PREPARATORIA,2001,1980,2012,3,30,1,辛巳,庚,子,壬,寅,己,卯,庚,申,辛巳,False,False,False,正印,正財,False,True,False,False,False,日干生日支,False,False,False,False,True,0,正印,正財,False,True,偏印,偏印,正官,傷官,0,1,no,no,no,no,no,no,no,21,0-20,False,True,False,False,False,False,False,True,True
941,2012-03-07,2004-12-17,30.0,7.0,Voluntario,,1982-02-25,PROFESIONAL,2004,1982,2012,2,25,1,甲辰,甲,子,己,卯,壬,寅,壬,戌,甲申,False,False,False,正官,傷官,False,False,True,False,False,日支剋日干,False,False,True,False,False,0,正官,劫財,False,False,正財,劫財,正財,正官,2,1,yes,no,yes,no,no,no,yes,22,21-30,False,False,False,False,True,False,False,False,False
942,2013-03-07,1974-12-20,59.0,38.0,Voluntario,2.0,1953-06-05,PRIMARIA,1974,1953,2013,6,5,1,乙卯,庚,子,丁,亥,丁,巳,癸,巳,甲寅,False,False,True,正印,正印,False,False,False,False,False,日支剋日干,False,False,False,False,False,1,偏印,偏印,False,False,七殺,比肩,比肩,比肩,0,1,no,no,no,no,no,no,no,21,0-20,False,False,False,False,False,False,False,False,False
943,2013-03-07,2012-01-06,70.0,1.0,Voluntario,,1942-09-19,PROFESIONAL,2012,1942,2013,9,19,1,丙辰,丙,子,乙,亥,己,酉,壬,午,壬辰,False,False,False,正印,正財,False,True,False,False,False,日支生日干,False,False,False,False,False,0,傷官,正財,False,True,正印,傷官,偏財,七殺,1,1,no,no,no,no,no,no,no,70,51+,False,True,False,False,False,False,False,True,True
944,2014-03-07,2009-08-29,31.0,4.0,Voluntario,,1982-12-24,PROFESIONAL,2009,1982,2014,12,24,1,乙卯,戊,子,辛,巳,壬,子,壬,戌,己丑,False,False,False,偏印,偏印,False,False,False,False,False,日支剋日干,True,False,False,False,False,0,偏財,偏財,True,True,傷官,正印,傷官,食神,0,0,no,no,no,no,no,no,no,27,21-30,True,True,False,False,False,False,False,False,False
945,2014-03-07,1996-05-17,43.0,17.0,Necesario,3.0,1970-06-08,PROFESIONAL,1996,1970,2014,6,8,1,甲申,甲,子,己,未,壬,午,庚,戌,丙子,False,False,False,正印,偏財,False,True,False,False,False,比和,False,False,False,False,False,0,正官,傷官,False,False,傷官,劫財,正財,正印,1,0,yes,no,yes,no,no,no,yes,26,21-30,False,False,False,False,True,False,False,True,False
946,2004-04-07,1986-06-17,40.0,17.0,Voluntario,2.0,1964-01-11,PREPARATORIA,1986,1964,2004,1,11,1,壬戌,甲,子,己,未,乙,丑,癸,卯,丙寅,False,False,False,正印,正官,False,False,False,False,False,比和,False,False,False,False,False,1,正財,劫財,True,False,偏財,七殺,七殺,比肩,1,2,no,no,no,no,no,no,no,22,21-30,True,False,False,False,False,False,False,False,False
947,2004-04-07,1979-01-15,49.0,25.0,Voluntario,2.0,1954-12-24,PROFESIONAL,1979,1954,2004,12,24,1,己卯,甲,子,甲,寅,丙,子,甲,午,己未,False,False,False,正財,正財,True,True,True,False,True,比和,False,False,False,False,False,0,正財,劫財,True,False,比肩,食神,食神,正印,0,0,no,no,no,no,no,no,no,25,21-30,True,False,False,False,True,False,True,True,False
948,2004-04-07,1964-07-21,68.0,39.0,Voluntario,2.0,1935-07-25,PRIMARIA,1964,1935,2004,7,25,1,庚辰,庚,子,壬,寅,癸,未,乙,亥,甲辰,False,False,False,食神,七殺,False,False,False,False,False,日干生日支,False,True,False,False,False,0,偏印,七殺,False,False,傷官,比肩,劫財,正官,0,1,yes,no,yes,no,no,no,yes,29,21-30,False,False,False,False,False,False,False,False,True
949,2004-04-07,1980-10-18,48.0,23.0,Voluntario,2.0,1955-05-19,PROFESIONAL,1980,1955,2004,5,19,1,戊寅,丙,子,庚,辰,辛,巳,乙,未,庚申,False,False,False,比肩,比肩,False,False,False,False,False,日支生日干,True,False,False,False,False,0,偏印,偏財,False,True,正財,正印,劫財,正官,1,1,no,no,no,no,no,no,no,25,21-30,False,True,False,False,False,False,False,False,False
950,2004-04-07,1999-02-20,29.0,5.0,Voluntario,2.0,1975-03-06,PREPARATORIA,1999,1975,2004,3,6,1,丙子,戊,子,辛,亥,戊,寅,乙,卯,己卯,False,False,False,偏印,偏財,False,True,False,False,False,日干生日支,True,False,False,False,False,0,正官,食神,False,False,偏財,偏財,正印,正財,3,0,yes,no,yes,no,no,no,yes,24,21-30,False,False,False,False,True,False,False,True,False
951,2006-04-07,1997-04-30,41.0,8.0,Voluntario,,1964-05-14,PROFESIONAL,1997,1964,2006,5,14,1,壬申,壬,子,癸,亥,己,巳,甲,辰,丁丑,False,False,False,偏財,七殺,True,False,False,False,False,比和,False,True,False,False,False,0,劫財,正印,False,False,傷官,正官,七殺,偏財,1,2,no,no,no,no,no,no,no,33,31-40,False,False,False,False,False,False,True,False,False
952,2006-04-07,1980-08-15,48.0,25.0,Necesario,3.0,1958-02-14,PREPARATORIA,1980,1958,2006,2,14,1,丙辰,庚,子,壬,戌,甲,寅,戊,戌,庚申,False,False,False,偏印,偏印,False,False,False,False,False,日支剋日干,False,True,False,False,False,0,偏財,七殺,True,False,七殺,七殺,食神,食神,0,2,no,no,no,no,no,no,no,22,21-30,True,False,True,False,False,False,False,False,False
953,2008-04-07,1998-07-10,42.0,9.0,Necesario,1.0,1965-07-04,PROFESIONAL,1998,1965,2008,7,4,1,己卯,甲,子,己,未,壬,午,乙,巳,戊寅,False,False,False,劫財,正官,False,False,False,False,False,比和,False,False,False,False,False,0,比肩,七殺,False,False,七殺,偏印,正財,正印,1,1,yes,no,yes,no,no,no,yes,33,31-40,False,False,False,False,False,False,False,False,False
954,2009-04-07,1981-10-24,54.0,28.0,Necesario,2.0,1955-02-13,PREPARATORIA,1981,1955,2009,2,13,1,乙亥,丙,子,乙,巳,戊,寅,乙,未,辛酉,False,False,False,七殺,七殺,False,False,False,False,False,日干生日支,True,False,True,False,False,1,比肩,正印,False,False,比肩,偏財,正財,劫財,2,0,no,no,no,no,no,no,no,26,21-30,False,False,True,False,False,False,False,False,False
955,2010-04-07,2008-12-22,56.0,1.0,Voluntario,,1953-06-26,PRIMARIA,2008,1953,2010,6,26,1,癸丑,壬,子,戊,申,戊,午,癸,巳,戊子,False,False,False,比肩,正財,False,True,False,False,False,日干生日支,True,False,False,True,False,0,正財,劫財,True,False,正財,正印,比肩,偏印,1,0,yes,no,yes,no,no,no,yes,55,51+,True,False,False,False,True,False,False,True,False
956,2010-04-07,1993-07-31,37.0,15.0,Necesario,1.0,1972-07-31,PROFESIONAL,1993,1972,2010,7,31,1,己酉,壬,子,癸,亥,丁,未,壬,子,癸酉,False,False,False,比肩,偏印,False,False,False,False,False,比和,False,False,False,False,False,0,七殺,偏印,False,False,劫財,比肩,偏財,七殺,1,1,no,no,no,no,no,no,no,21,0-20,False,False,False,False,False,False,False,False,True
957,2011-04-07,2009-12-17,29.0,1.0,Voluntario,,1982-02-27,PROFESIONAL,2009,1982,2011,2,27,1,乙巳,戊,子,辛,巳,壬,寅,壬,戌,己丑,False,False,False,偏印,偏印,False,False,False,False,False,日支剋日干,True,False,False,False,False,0,偏財,七殺,True,False,傷官,正印,傷官,正財,1,0,no,no,no,no,no,no,no,27,21-30,True,False,False,False,False,False,False,False,False
958,2011-04-07,2001-12-14,37.0,1.0,Necesario,1.0,1974-02-04,PREPARATORIA,2001,1974,2011,2,4,1,癸亥,戊,子,丙,子,乙,丑,癸,丑,辛巳,False,False,False,正財,劫財,True,False,True,False,False,日支剋日干,False,False,True,False,False,0,正官,七殺,False,False,正官,傷官,正印,傷官,0,1,yes,no,yes,no,no,no,yes,27,21-30,False,False,False,False,False,False,True,False,False
959,2014-04-07,1994-11-16,63.0,19.0,Necesario,,1950-07-23,PRIMARIA,1994,1950,2014,7,23,1,丁亥,甲,子,己,未,癸,未,庚,寅,甲戌,False,False,False,正官,劫財,False,False,True,False,False,比和,False,False,False,False,False,1,偏印,正財,False,True,傷官,正官,偏財,比肩,1,1,no,no,no,no,no,no,no,44,41-50,False,True,False,False,False,False,False,False,False
960,2001-05-07,1990-03-29,39.0,11.0,Voluntario,,1962-03-16,PROFESIONAL,1990,1962,2001,3,16,1,丙午,壬,子,癸,丑,癸,卯,壬,寅,庚午,False,False,False,正印,正財,False,True,False,False,False,日支剋日干,False,False,False,False,False,0,正財,正財,True,True,劫財,傷官,比肩,食神,0,0,no,no,no,no,no,no,no,28,21-30,True,True,False,False,False,False,False,True,True
961,2002-05-07,1981-09-26,50.0,20.0,Voluntario,1.0,1952-02-19,PROFESIONAL,1981,1952,2002,2,19,1,乙巳,丙,子,乙,未,壬,寅,壬,辰,辛酉,False,False,False,七殺,七殺,False,False,False,False,False,日干剋日支,False,False,False,False,False,1,比肩,食神,False,False,正印,正財,正印,劫財,1,0,no,no,no,no,no,no,no,29,21-30,False,False,False,False,False,False,False,False,False
962,2002-05-07,1998-11-10,30.0,3.0,Voluntario,,1971-10-25,PREPARATORIA,1998,1971,2002,10,25,1,乙未,壬,子,癸,未,戊,戌,辛,亥,戊寅,False,False,False,正官,傷官,False,False,True,False,False,日支剋日干,False,False,False,False,False,0,食神,七殺,False,False,偏印,劫財,正官,正官,0,2,no,no,no,no,no,no,no,27,21-30,False,False,False,False,False,False,False,False,False
963,2002-05-07,1995-03-22,38.0,7.0,Voluntario,,1963-06-07,SECUNDARIA,1995,1963,2002,6,7,1,甲寅,戊,子,辛,巳,戊,午,癸,卯,乙亥,False,True,False,偏財,傷官,True,False,False,False,False,日支剋日干,False,False,False,False,False,0,正財,正財,True,True,食神,偏財,正印,正官,1,1,no,no,no,no,no,no,no,32,31-40,True,True,False,False,False,False,True,False,False
964,2003-05-07,1993-02-18,30.0,10.0,Voluntario,1.0,1972-06-25,SECUNDARIA,1993,1972,2003,6,25,1,戊申,庚,子,丁,亥,丙,午,壬,子,癸酉,False,False,False,七殺,偏財,False,True,False,False,False,日支剋日干,False,False,False,False,False,1,傷官,正財,False,True,正官,七殺,劫財,劫財,0,2,no,no,no,no,no,no,no,21,0-20,False,True,False,False,False,False,False,True,False
965,2004-05-07,1991-08-17,47.0,12.0,Voluntario,1.0,1956-08-30,PROFESIONAL,1991,1956,2004,8,30,1,庚子,甲,子,己,巳,丙,申,丙,申,辛未,False,False,False,食神,比肩,False,False,False,False,False,日支生日干,False,True,False,False,False,0,傷官,偏財,False,True,正印,傷官,正印,傷官,0,0,yes,no,yes,no,no,no,yes,35,31-40,False,True,False,False,False,False,False,False,False
966,2004-05-07,1997-05-24,29.0,6.0,Voluntario,1.0,1975-03-31,PROFESIONAL,1997,1975,2004,3,31,1,丁丑,戊,子,丙,子,己,卯,乙,卯,丁丑,False,False,True,劫財,傷官,False,False,False,False,False,日支剋日干,False,True,False,False,True,0,劫財,傷官,False,False,正印,正印,傷官,正印,0,0,no,no,no,yes,no,no,no,22,21-30,False,False,False,True,False,False,False,False,True
967,2004-05-07,1973-12-17,55.0,30.0,Voluntario,3.0,1949-03-13,PROFESIONAL,1973,1949,2004,3,13,1,甲子,庚,子,壬,寅,丁,卯,己,丑,癸丑,False,False,False,劫財,正官,False,False,False,False,False,日干生日支,False,False,False,False,False,0,食神,劫財,False,False,正官,正官,正財,傷官,1,2,no,no,no,no,no,no,no,24,21-30,False,False,False,False,False,False,False,False,False
968,2007-05-07,1995-12-23,36.0,11.0,Necesario,1.0,1970-09-24,PROFESIONAL,1995,1970,2007,9,24,1,戊子,庚,子,丁,未,乙,酉,庚,戌,乙亥,False,False,False,偏印,正官,False,False,False,False,False,日干生日支,True,False,False,False,False,0,傷官,七殺,False,False,正財,傷官,偏印,偏財,2,0,no,no,no,no,no,no,no,25,21-30,False,False,False,False,False,False,False,False,False
969,2007-05-07,2004-05-14,34.0,2.0,Necesario,1.0,1972-11-25,PROFESIONAL,2004,1972,2007,11,25,1,甲寅,丙,子,庚,申,辛,亥,壬,子,甲申,True,False,False,偏財,比肩,True,False,False,False,False,比和,False,False,False,False,False,0,偏財,偏財,True,True,食神,傷官,劫財,食神,0,0,no,no,no,no,no,no,no,32,31-40,True,True,True,False,False,False,True,False,False
970,2008-05-07,2006-04-20,23.0,1.0,Necesario,1.0,1984-06-29,PROFESIONAL,2006,1984,2008,6,29,1,壬申,甲,子,甲,午,庚,午,甲,子,丙戌,False,False,False,食神,偏財,False,True,False,False,False,日干生日支,True,False,False,False,False,0,偏印,七殺,False,False,比肩,正印,七殺,食神,0,1,no,no,no,no,no,no,no,22,21-30,False,False,False,False,False,False,False,True,False
971,2008-05-07,1998-06-05,31.0,1.0,Necesario,2.0,1977-02-10,PROFESIONAL,1998,1977,2008,2,10,1,庚子,壬,子,戊,戌,壬,寅,丁,巳,戊寅,False,False,False,比肩,七殺,False,False,False,False,False,比和,True,False,False,False,False,0,食神,正財,False,True,正印,正印,偏財,七殺,1,1,no,no,no,no,no,no,no,21,0-20,False,True,False,False,False,False,False,False,False
972,2009-05-07,1996-10-05,45.0,11.0,Voluntario,,1963-07-19,PROFESIONAL,1996,1963,2009,7,19,1,丙辰,壬,子,癸,亥,己,未,癸,卯,丙子,False,False,False,正財,比肩,True,False,False,False,False,比和,False,True,False,False,False,0,正財,正官,True,False,比肩,食神,七殺,七殺,0,2,no,yes,yes,no,no,no,yes,33,31-40,True,False,False,False,False,False,True,False,False
973,2009-05-07,2001-01-29,36.0,5.0,Necesario,1.0,1972-05-17,PREPARATORIA,2001,1972,2009,5,17,1,戊申,壬,子,戊,申,乙,巳,壬,子,辛巳,False,False,True,傷官,正印,False,False,False,False,False,日干生日支,False,False,False,False,False,0,比肩,食神,False,False,偏財,正財,正官,正印,2,1,yes,no,yes,no,no,no,yes,29,21-30,False,False,False,False,False,False,False,False,False
974,2010-05-07,2005-05-26,36.0,2.0,Voluntario,,1974-03-06,SECUNDARIA,2005,1974,2010,3,6,1,庚午,戊,子,丙,午,丙,寅,甲,寅,乙酉,False,False,False,正印,正財,False,True,False,False,False,比和,False,False,False,False,False,0,偏財,比肩,True,False,偏印,偏印,比肩,偏印,0,0,no,no,no,no,no,no,no,31,21-30,True,False,False,False,False,False,False,True,False
975,2012-05-07,2004-05-22,36.0,7.0,Necesario,,1975-05-26,PROFESIONAL,2004,1975,2012,5,26,1,戊寅,庚,子,壬,申,辛,巳,乙,卯,甲申,True,False,False,食神,偏印,False,False,False,False,False,日支生日干,False,False,False,False,False,0,七殺,食神,False,False,傷官,傷官,正印,正財,1,0,yes,no,yes,no,no,no,yes,29,21-30,False,False,True,False,False,False,False,False,False
976,2012-05-07,2003-07-09,33.0,6.0,Voluntario,,1978-09-22,PROFESIONAL,2003,1978,2012,9,22,1,癸亥,庚,子,丁,亥,辛,酉,戊,午,癸未,False,False,False,七殺,食神,False,False,False,False,False,日支剋日干,True,False,False,False,False,0,七殺,正官,False,False,傷官,劫財,偏財,偏財,2,0,no,no,no,no,no,no,no,25,21-30,False,False,False,False,False,False,False,False,False
977,2012-05-07,2005-08-18,26.0,5.0,Necesario,1.0,1985-09-18,PROFESIONAL,2005,1985,2012,9,18,1,癸未,丙,子,庚,申,乙,酉,乙,丑,乙酉,False,False,False,正財,劫財,True,False,True,False,False,比和,False,True,False,False,False,1,傷官,正印,False,False,正財,正印,正財,劫財,2,0,no,no,no,no,no,no,no,20,0-20,False,False,False,False,False,False,True,False,False
978,2013-05-07,2000-03-31,41.0,13.0,Necesario,1.0,1971-09-12,PROFESIONAL,2000,1971,2013,9,12,1,甲午,丙,子,庚,子,丁,酉,辛,亥,庚辰,False,False,False,比肩,偏印,False,False,False,False,False,日干生日支,True,False,False,False,False,1,偏財,七殺,True,False,劫財,食神,正官,劫財,0,1,no,no,no,no,no,no,no,29,21-30,True,False,True,False,False,False,False,False,False
979,2014-05-07,2002-10-16,41.0,9.0,Necesario,1.0,1973-03-12,PRIMARIA,2002,1973,2014,3,12,1,壬子,庚,子,丁,未,乙,卯,癸,丑,壬午,False,False,True,正官,劫財,False,False,True,True,False,日干生日支,False,True,False,False,False,0,正官,七殺,False,False,七殺,食神,偏印,偏印,0,1,no,no,no,no,no,no,no,29,21-30,False,False,False,False,True,False,False,False,False
980,2014-05-07,2003-12-29,30.0,10.0,Necesario,1.0,1983-11-01,PROFESIONAL,2003,1983,2014,11,1,1,庚申,壬,子,癸,巳,壬,戌,癸,亥,癸未,False,False,False,比肩,七殺,False,False,False,False,False,日干剋日支,False,True,False,False,False,0,正印,正印,False,False,比肩,劫財,劫財,正官,0,1,no,no,no,yes,no,no,no,20,0-20,False,False,False,True,False,False,False,False,False
981,2014-05-07,2006-05-26,38.0,7.0,Necesario,,1976-04-04,SECUNDARIA,2006,1976,2014,4,4,1,甲午,戊,子,丙,戌,辛,卯,丙,辰,丙戌,True,False,False,比肩,食神,False,False,False,False,False,日干生日支,False,False,False,False,False,0,偏印,比肩,False,False,比肩,食神,正財,正印,1,0,yes,no,yes,no,no,no,yes,30,21-30,False,False,False,False,False,False,False,False,False
982,2001-06-07,1990-01-31,32.0,11.0,Voluntario,1.0,1969-03-01,SECUNDARIA,1990,1969,2001,3,1,1,甲子,丙,子,乙,亥,丙,寅,己,酉,庚午,False,False,False,正官,傷官,False,False,True,False,False,日支生日干,False,False,True,False,False,1,劫財,偏印,False,False,偏財,七殺,傷官,劫財,1,1,yes,no,yes,no,no,no,yes,21,0-20,False,False,False,False,False,False,False,False,False
983,2002-06-07,1969-08-29,61.0,32.0,Voluntario,,1940-07-17,PROFESIONAL,1969,1940,2002,7,17,1,丙戌,戊,子,辛,酉,癸,未,庚,辰,己酉,True,False,False,偏印,比肩,False,False,False,False,False,比和,False,False,False,False,False,0,正官,正印,False,False,劫財,正印,食神,偏印,0,0,yes,no,yes,no,no,no,yes,29,21-30,False,False,False,False,True,False,False,False,False
984,2002-06-07,1995-12-27,29.0,6.0,Voluntario,1.0,1972-11-14,PREPARATORIA,1995,1972,2002,11,14,1,癸丑,甲,子,己,酉,辛,亥,壬,子,乙亥,False,False,False,七殺,正財,False,True,False,False,False,日干生日支,False,False,False,False,False,0,偏財,比肩,True,False,正財,偏財,食神,正財,3,0,no,no,no,no,no,no,no,23,21-30,True,False,False,False,False,False,False,True,False
985,2004-06-07,1987-04-25,45.0,10.0,Voluntario,1.0,1958-11-25,PROFESIONAL,1987,1958,2004,11,25,1,丙寅,戊,子,丙,午,癸,亥,戊,戌,丁卯,False,False,False,劫財,正印,False,False,False,False,False,比和,False,False,False,False,False,0,比肩,偏印,False,False,食神,食神,正官,七殺,0,2,no,no,no,no,yes,yes,yes,29,21-30,False,False,False,False,False,False,False,False,False
986,2004-06-07,1996-05-17,31.0,8.0,Voluntario,1.0,1973-02-14,SECUNDARIA,1996,1973,2004,2,14,1,辛亥,戊,子,辛,巳,甲,寅,癸,丑,丙子,False,False,False,正官,食神,False,False,True,False,False,日支剋日干,False,False,False,False,False,0,比肩,傷官,False,False,食神,偏印,正財,正財,2,0,no,no,no,no,no,no,no,23,21-30,False,False,True,False,False,False,False,False,False
987,2004-06-07,1984-07-26,43.0,19.0,Voluntario,3.0,1960-07-30,PROFESIONAL,1984,1960,2004,7,30,1,丙戌,甲,子,己,未,癸,未,庚,子,甲子,False,False,False,正官,偏財,False,True,True,False,False,比和,False,False,False,False,False,1,正印,劫財,False,False,傷官,偏財,偏財,比肩,2,0,no,no,no,no,no,no,no,24,21-30,False,False,False,False,False,False,False,True,False
988,2007-06-07,1998-04-17,30.0,9.0,Voluntario,,1976-06-13,SECUNDARIA,1998,1976,2007,6,13,1,丙申,戊,子,丙,申,甲,午,丙,辰,戊寅,False,True,False,食神,偏印,False,False,False,False,False,日干剋日支,False,False,False,False,False,1,比肩,偏財,False,True,比肩,食神,偏印,比肩,0,0,no,no,no,no,no,no,no,22,21-30,False,True,False,False,False,False,False,False,False
